Brand,Model,Image,Price,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphic card,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight(kg),Dimensions(mm),Series,Touch Screen,Base Clock Speed,Graphics Processor,Product,Dedicated Graphics,HDMI Port,Battery life,Dedicated Graphic Memory Type,Expandable RAM up to (GB)
AGB,Octev AG1208,https://i.gadgets360cdn.com/products/laptops/large/1546454678_635_agb_octev-ag1208.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 92,999",8GB,15.60-inch,128GB,Silver,Windows 10,No,AG1208,Intel Core i7 7th Gen 7500u,Nvidia,,No,1920x1080 pixels,802.11 ac,,,Octev,No,2.7 GHz,Nvidia,"AGB Octev AG1208 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",,,8,DDR5,
Asus,ROG Strix GL553VE-FY047T,https://i.gadgets360cdn.com/products/laptops/large/1546454649_635_asus_rog-strix-gl553ve-fy047t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Black,Windows 10,1TB,GL553VE-FY047T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.5,383.00 x 255.00 x 21.00,ROG Strix,No,2.8 GHz,Nvidia GeForce GTX 1050 Ti,,,,,DDR5,16GB
AGB,Tiara 1709-A,https://i.gadgets360cdn.com/products/laptops/large/1546454430_635_agb_tiara-1709-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 68,999",8GB,15.60-inch,512GB,Silver,Windows 10,No,1709-A,Intel Core i7 7th Gen,Nvidia,,No,1920x1080 pixels,802.11 ac,,,Tiara,No,2.7 GHz,Nvidia,"AGB Tiara 1709-A Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i7, Silver, 15.6 inch)",,,8,DDR5,
AGB,Orion ZQ0812,https://i.gadgets360cdn.com/products/laptops/large/1546454702_635_agb_orion-zq0812.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 64,499",8GB,14.00-inch,256GB,Silver,Windows 10,No,ZQ0812,Intel Core i7 7th Gen 7500u,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,,Orion,No,2.7 GHz,Intel Integrated HD Graphics 620,"AGB Orion ZQ0812 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",No,,8,DDR5,
AGB,Tiara 2403-R,https://i.gadgets360cdn.com/products/laptops/large/1546454697_635_agb_tiara-2403-r.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 71,999",8GB,15.60-inch,512GB,Silver,Windows 10,No,2403-R,Intel Core i7 7th Gen,Nvidia,,No,1920x1080 pixels,802.11 ac,,,Tiara,No,2.7 GHz,Nvidia,"AGB Tiara 2403-R Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",,,8,DDR5,
Lenovo,Yoga N23,https://i.gadgets360cdn.com/products/laptops/large/1546454889_635_lenovo_yoga-n23.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 32,959",4GB,11.60-inch,No,Black,Chrome OS,32GB,N23,Intel Celeron Dual Core 8173c,,,Yes,,,1.35,132.08 x 206.00 x 20.00,Yoga,,,,"Lenovo N23 Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Celeron, Black, 11.6 inch)",,Standard,,,32GB
Asus,ROG GL502VS-DS71,https://i.gadgets360cdn.com/products/laptops/large/1546455164_635_asus_rog-gl502vs-ds71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 220,646",16GB,15.60-inch,No,Silver,Windows 10,1TB,GL502VS-DS71,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,,No,1920x1080 pixels,802.11 ac,2.9,76.20 x 277.00 x 41.10,ROG,,2.8 GHz,Nvidia GeForce GTX 1070,"Asus Rog GL502VS-DS71 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",,Standard,,DDR4,
Asus,ZenBook Pro Duo UX581,https://i.gadgets360cdn.com/products/large/1558959882_635_asus_zenbook_pro_duo.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 221,089",32GB,15.60-inch,1TB,,Windows 10 Home,,UX581,,Nvidia,Yes,,3840x2160 pixels,802.11 a/b/g/n/ac,2.5,246.00 x 359.00 x 24.00,ZenBook,Yes,,Nvidia,"Asus ZenBook Pro Duo UX581 Laptop (Window 10 Home, 32GB RAM, 1000GB SSD, Intel Core i7, 9th Gen, Celestial Blue, 15.6 inch)",Yes,Standard,,,
Dell,Inspiron 7548,https://i.gadgets360cdn.com/products/laptops/large/1525204173_635_inspiron-7548.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 69,500",16GB,15.60-inch,No,Silver,Windows 8 Professional,1TB,7548,Intel Core i7 5th Gen 5500U,AMD Radeon R7 M270,Yes,,,802.11 ac,,,Inspiron,Yes,2.4 GHz,AMD Radeon R7 M270,"Dell Inspiron 7548 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",Yes,,,DDR3,
Microsoft,Surface Book 3 (15),https://i.gadgets360cdn.com/products/large/surface-book-3-984x800-1588779507.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,13.50-inch,256GB,Platinum,Windows 10 Home,,,Intel Core i7 10th Gen i7-1065G7,Nvidia GeForce GTX 1660 Ti,Yes,,3240x2160 pixels,802.11 a/b/n/ac,1.905,251.00 x 343.00 x 23.00,,Yes,,Nvidia GeForce GTX 1660 Ti,,Yes,,15.5,GDDR6,
AGB,Orion ZQ2501,https://i.gadgets360cdn.com/products/laptops/large/1546454704_635_agb_orion-zq2501.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 65,499",8GB,14.00-inch,512GB,Silver,Windows 10,No,ZQ2501,Intel Core i7 7th Gen,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,,Orion,No,2.7 GHz,Intel Integrated HD Graphics 620,"AGB Orion ZQ2501 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",No,,8,DDR5,
Apple,MacBook MJY32HN/A,https://i.gadgets360cdn.com/products/laptops/large/1546454137_635_apple_macbook-mjy32hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 92,000",8GB,12.00-inch,256GB,Space Grey,macOS,No,MJY32HN/A,Intel Core m5 5th Gen 5Y10,Intel Integrated HD Graphics,No,No,,802.11 a/b/g/n/ac,0.9,,MacBook,No,,Intel Integrated HD Graphics,"Apple Macbook MJY32HN/A Laptop (Mac, 8GB RAM, 256GB HDD, Intel Core m5, Space Grey, 12.0 Inch)",No,,9,,
Acer,Spin 5 SP513-52N-85LZ,https://i.gadgets360cdn.com/products/laptops/large/1546456241_635_acer_spin-5-sp513-52n-85lz.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 90,643",8GB,13.30-inch,256GB,Silver,Windows 10 Home,No,5 SP513-52N-85LZ,Intel Core i7 8th Gen 8550U,Intel HD Graphics 620,No,No,1920x1080 pixels,,1.5,40.64 x 32.40 x 22.60,Spin,,1.8 GHz,Intel HD Graphics 620,"Acer Spin 5 SP513-52N-85LZ Laptop (Windows 10 Home, 8GB RAM, 256GB HDD, Intel Core i7, Silver, 13.3 inch)",No,Standard,,DDR4,
Asus,A555LF-XX231D,https://i.gadgets360cdn.com/products/laptops/large/1546455116_635_asus_a555lf-xx231d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Black,DOS,1TB,A555LF-XX231D,Intel Core i3 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,,No,2.1 GHz,Nvidia GeForce 930M,,,,3.5,DDR3,
Lenovo,320S-14Ikb,https://i.gadgets360cdn.com/products/laptops/large/1546454493_635_lenovo_320s-14ikb.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,14.00-inch,No,Mineral Grey,Windows 10,1TB,320S-14Ikb,Intel Core i3 7th Gen 7200U,Nvidia GeForce 920MX,,No,1920x1080 pixels,,1.69,327.00 x 236.00 x 19.30,,No,2.5 GHz,Nvidia GeForce 920MX,,,,5,,
Acer,Spin 7 SP714-51,https://i.gadgets360cdn.com/products/laptops/large/1525207608_635_spin-7-sp714-51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 119,990",8GB,14.00-inch,No,Black,Windows 10 Home,,SP714-51,Intel Core i7 7th Gen 7Y75,Intel Integrated HD Graphics 615,No,,1920x1080 pixels,802.11 b/g/n/ac,1.2,230.00 x 325.00 x 11.00,Spin 7,Yes,1.3 GHz,Intel Integrated HD Graphics 615,"Acer Spin 7 SP714-51 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Black, 14 inch)",No,,8,,
HP,NoteBook 15-ay554tu,https://i.gadgets360cdn.com/products/laptops/large/1546456122_635_hp_notebook-15-ay554tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 36,490",4GB,15.60-inch,No,Turbo Silver,Windows 10,1TB,15-ay554tu,Intel Core i5 6th Gen 6200U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,802.11 b/g/n,2.9,175.26 x 30.50 x 52.00,NoteBook,No,2.3 GHz,Intel Integrated HD Graphics 520,"HP Notebook - 15-ay554tu Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Turbo Silver, 15.6 inch)",No,,4.5,DDR4,
HP,Spectre 13-V138TU,https://i.gadgets360cdn.com/products/laptops/large/1546456463_635_hp_spectre-13-v138tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 139,990",4GB,13.30-inch,No,Gold,Windows 10,512GB,13-V138TU,Intel Core i7 7500U,Intel HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.11,325.00 x 229.00 x 26.42,Spectre,,2.7 GHz,Intel HD Graphics 620,"HP Spectre 13-V138TU Laptop (Windows 10, 4GB RAM, 512GB HDD, Intel Core i7, Gold, 13.3 inch)",No,,,DDR3,
Asus,VivoBook X540YA-XO106T,https://i.gadgets360cdn.com/products/laptops/large/1546454662_635_asus_vivobook-x540ya-xo106t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Black,Windows 10,1TB,X540YA-XO106T,AMD APU Quad Core A8 7410,AMD Radeon R5,,No,1366x768 pixels,802.11 b/g/n,2,381.00 x 252.00 x 27.20,VivoBook,No,2.2 GHz,AMD Radeon R5,,,,,,
iLife,Zed Air CX3,https://i.gadgets360cdn.com/products/large/ilife-db-image-1200x900-1586345831.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,,,DOS,1TB,CX3,Intel Core i3 5th Gen 5005U,Integrated Intel HD Graphics 5500,No,,1920x1080 pixels,802.11 b/g/n,2,375.00 x 243.00 x 22.00,,No,2 GHz,Integrated Intel HD Graphics 5500,,No,Standard,,,
Acer,Aspire E E-15-E5-575-33BM,https://i.gadgets360cdn.com/products/laptops/large/1546452887_635_acer_aspire-e-e-15-e5-575-33bm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 50,192",4GB,15.60-inch,No,Black,Windows 10,1TB,E-15-E5-575-33BM,Intel Core i3,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 ac,,,Aspire E,No,2.5 GHz,Intel Integrated HD Graphics,"Acer Aspire E E-15-E5-575-33BM Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",No,,5,,
Asus,X541NA,https://i.gadgets360cdn.com/products/laptops/large/1546454764_635_asus_x541na.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Silver,Windows 10,500GB,X541NA,Intel Pentium Dual Core 7th Gen N4200,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 a/b/g/n,2,381.00 x 251.00 x 27.20,,No,1.1 GHz,Intel Integrated HD Graphics,,No,,3.5,,
HP,EliteBook 840-G4-1LN61UC,https://i.gadgets360cdn.com/products/laptops/large/1546453627_635_hp_elitebook-840-g4-1ln61uc.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,14.00-inch,256GB,Silver,Windows 10,No,840-G4-1LN61UC,Intel Core i5 7th Gen 7300U,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 a/b/g/n/ac,1.54,338.00 x 237.00 x 18.90,EliteBook,No,2.3 GHz,Intel Integrated HD Graphics 520,,No,,,,
Acer,Aspire E E-E5-573G,https://i.gadgets360cdn.com/products/laptops/large/1525203887_635_aspire-e-e-e5-573g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 28,890",4GB,15.60-inch,No,Charcoal Grey,Linux,1TB,E-E5-573G,Intel Core i3 5th Gen,Nvidia GeForce 920M,Yes,,1366x768 pixels,802.11 b/g/n/ac,2.4,382.00 x 256.00 x 29.00,Aspire E,No,,Nvidia GeForce 920M,"Acer Aspire E E5-573G Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,,3,DDR3,
Asus,VivoBook E12 E203NAH-FD009T,https://i.gadgets360cdn.com/products/laptops/large/1546454398_635_asus_vivobook-e12-e203nah-fd009t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,11.60-inch,No,Star Grey,Windows 10,500GB,E12 E203NAH-FD009T,Intel Celeron Dual Core 7th Gen N3350,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,1.2,286.00 x 193.30 x 21.40,VivoBook,No,1.1 GHz,Intel Integrated HD Graphics,,No,,10,,
Huawei,MateBook Pro X 2020,https://i.gadgets360cdn.com/products/large/huawei-matebook-pro-x-2020-1330x800-1582626040.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,13.90-inch,512GB,"Emerald Green, Space Gray, Mystic Silver",Windows 10 Home,,,Intel Core i5 10th Gen,,,Yes,3000x2000 pixels,802.11 a/b/g/n/ac,1.33,217.00 x 304.00 x 14.60,MateBook,Yes,,,,,,13,,
Asus,UX303UB-R4013T,https://i.gadgets360cdn.com/products/laptops/large/1546455132_635_asus_ux303ub-r4013t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 59,999",4GB,13.30-inch,No,Gold,Windows 10,1TB,UX303UB-R4013T,Intel Core i5 6th Gen 6200U,Nvidia GeForce 940M,,No,1920x1080 pixels,802.11 ac,1.45,487.68 x 223.00 x 323.00,,,2.3 GHz,Nvidia GeForce 940M,"Asus UX303UB-R4013T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Smokey Brown, 13.3 inch)",,,,GDDR3,
Huawei,MateBook D 15,https://i.gadgets360cdn.com/products/large/huawei-matebook-d-15-db-1580x800-1574747372.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,512GB,"Silver Moon, Deep Grey",Windows 10,1TB,,Intel Core i5 10th Gen 10210,Nvidia GeForce MX250,Yes,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,1.62,229.90 x 357.80 x 16.90,MateBook D,,,Nvidia GeForce MX250,,Yes,Standard,,,16GB
Huawei,MateBook 14 (2020),https://i.gadgets360cdn.com/products/large/Huawei-MateBook-14-2020-launch-DB-631x800-1599812797.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,14.00-inch,256GB,Space Grey,Windows 10 Home,No,,AMD Ryzen 5 Ryzen 5 4600H,,,,2160x1440 pixels,,1.49,223.80 x 307.50 x 15.90,MateBook,Yes,,,,,Yes,10,,16GB
Asus,E203MAH-FD005T,https://i.gadgets360cdn.com/products/laptops/large/1546456310_635_asus_e203mah-fd005t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 25,999",4GB,11.60-inch,No,Black,Windows 10,500GB,E203MAH-FD005T,Intel Celeron Dual Core 7th Gen N4000,,,No,1366x768 pixels,802.11 b/g/n,1.2,286.00 x 193.30 x 21.40,,No,1.1 GHz,,"Asus E203MAH-FD005T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Black, 11.6 inch)",,,10,,
Acer,ChromeBook CB3-531-C4A5,https://i.gadgets360cdn.com/products/laptops/large/1546454982_635_acer_chromebook-cb3-531-c4a5.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,2GB,15.60-inch,No,Red,Chrome OS,16GB,CB3-531-C4A5,Intel Celeron Dual Core N2840,Intel Integrated HD Graphics,No,No,,802.11 b/g/n/ac,1.44,302.60 x 206.60 x 21.75,ChromeBook,No,2.16 GHz,Intel Integrated HD Graphics,,No,Standard,8,,
HP,Envy X7V39UA,https://i.gadgets360cdn.com/products/laptops/large/1546453639_635_hp_envy-x7v39ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 127,079",16GB,15.60-inch,512GB,Silver,Windows 10,No,X7V39UA,Intel Core i7 7th Gen 7500U,Intel Integrated HD Graphics 520,No,No,3840x2160 pixels,802.11 ac,,,Envy,No,2.3 GHz,Intel Integrated HD Graphics 520,"HP Envy X7V39UA Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Silver, 15.6 inch)",No,Standard,,,
Acer,Aspire (A315-53-317G),https://i.gadgets360cdn.com/products/large/1555399506_635_Acer_aspire_3_ndtv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 28,990",4GB,15.60-inch,,Black,Windows 10,1TB,A315-53-317G,Intel Core i3 8th Gen 8130U,,,,1080x1920 pixels,802.11 b/g/n/ac,2.2,381.00 x 259.00 x 21.00,,No,,,"Acer Aspire 3 A315-53-317G Laptop (Windows 10 Home, 4GB RAM, 1000GB HDD, Intel Core i3, 8th Gen, Obsidian Black, 15.6 inch)",,Yes,,,
Asus,FX73VE-WH71,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,17.30-inch,No,Black,Windows 10,512GB,FX73VE-WH71,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050 Ti,,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,2.9,271.78 x 414.02 x 30.40,,No,2.8 GHz,Nvidia GeForce GTX 1050 Ti,,,,,,32GB
HP,17-X020NR,https://i.gadgets360cdn.com/products/laptops/large/1546454253_635_hp_17-x020nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 71,893",8GB,17.30-inch,No,Grey,,1TB,17-X020NR,Intel Core i3 5th Gen 5005U,,,No,1600x900 pixels,802.11 b/g/n,2.64,,,,2 GHz,,"HP 17-X020NR Laptop (8GB RAM, 1000GB HDD, Intel Core i3, Grey, 17.3 inch)",,Standard,,,
Acer,Aspire E E-15-E5-575-33BM,https://i.gadgets360cdn.com/products/laptops/large/1546452887_635_acer_aspire-e-e-15-e5-575-33bm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 50,192",4GB,15.60-inch,No,Black,Windows 10,1TB,E-15-E5-575-33BM,Intel Core i3,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 ac,,,Aspire E,No,2.5 GHz,Intel Integrated HD Graphics,"Acer Aspire E E-15-E5-575-33BM Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",No,,5,,
Toshiba,Tecra A50-E,https://i.gadgets360cdn.com/products/laptops/large/1546456401_635_toshiba_tecra-a50-e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,256GB,Black,Windows 10,No,A50-E,Intel Core i7 8th Gen 8550U,Intel HD Graphics 620,No,No,1366x768 pixels,,2.2,378.00 x 259.00 x 24.00,Tecra,,4 GHz,Intel HD Graphics 620,,No,Standard,,DDR4,
HP,15-F019DX,https://i.gadgets360cdn.com/products/laptops/large/1546454998_635_hp_15-f019dx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,6GB,15.60-inch,No,Black,Windows 8.1,No,15-F019DX,Intel Core i3 4030U,Intel HD Graphics 4400,No,No,1366x768 pixels,802.11 b/g/n,2.29,22.61 x 151.80 x 10.16,,,1.9 GHz,Intel HD Graphics 4400,,No,Standard,,DDR3L,
MSI,Summit E15,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,15.60-inch,,,Windows 10,No,,Intel Core i7 11th Gen,,Yes,Yes,1920x1080 pixels,,1.65,233.70 x 356.80 x 16.90,Summit,Yes,,,,Yes,Yes,,GDDR6,64GB
Acer,One 10 S1002,https://i.gadgets360cdn.com/products/laptops/large/1546455281_635_acer_one-10-s1002.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,2GB,10.10-inch,No,Black,Windows 10,32GB,S1002,Intel Atom Quad Core 5th Gen Z3735F,Intel Integrated HD Graphics,No,No,1280x800 pixels,802.11 b/g/n,1.19,,One 10,Yes,1.33 GHz,Intel Integrated HD Graphics,,No,,8,,
Asus,VivoBook E203NA-YS02,https://i.gadgets360cdn.com/products/laptops/large/1546455668_635_asus_vivobook-e203na-ys02.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,11.60-inch,No,Star Grey,Windows 10,64GB,E203NA-YS02,Intel Celeron Dual Core 7th Gen N3350,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,1.2,286.00 x 193.30 x 21.40,VivoBook,No,1.1 GHz,Intel Integrated HD Graphics,,No,,10,,
Asus,VivoBook Max X541UA-DM1252D,https://i.gadgets360cdn.com/products/laptops/large/1546455675_635_asus_vivobook-max-x541ua-dm1252d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,White,DOS,1TB,Max X541UA-DM1252D,Intel Core i3 7th Gen 7100U,Intel HD Graphics 620,No,No,,802.11 a/b/g/n/ac,1.9,276.00 x 251.50 x 381.40,VivoBook,No,2.4 GHz,Intel HD Graphics 620,,No,,3,DDR4,
Acer,Swift 3 SF315-41-R6J9,https://i.gadgets360cdn.com/products/laptops/large/1546454440_635_acer_swift-3-sf315-41-r6j9.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 29,000",8GB,15.60-inch,No,Grey,Windows 10,512GB,3 SF315-41-R6J9,,,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.1,370.50 x 255.00 x 18.90,Swift,No,,,"Acer Swift 3 SF315-41-R6J9 Laptop (Windows 10, 8GB RAM, 512GB HDD, AMD Steel Grey, 15.6 inch)",,,8,,
Asus,VivoBook X542BA-DH99,https://i.gadgets360cdn.com/products/laptops/large/1546454779_635_asus_vivobook-x542ba-dh99.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 95,742",8GB,15.60-inch,No,Grey,Windows 10,1TB,X542BA-DH99,AMD APU Dual Core A9 9420,,,Yes,1366x768 pixels,802.11 ac,2.31,251.00 x 38.10 x 23.00,VivoBook,No,3 GHz,,"Asus Vivobook X542BA-DH99 Laptop (Windows 10, 8GB RAM, 1000GB HDD, AMD Grey, 15.6 inch)",,Standard,,,
Asus,Transformer Book T101HA-GR007T,https://i.gadgets360cdn.com/products/laptops/large/1546453605_635_asus_transformer-book-t101ha-gr007t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 17,990",2GB,10.10-inch,No,"Gold, Pink",Windows 10,64GB,T101HA-GR007T,Intel Atom Quad Core Z3740,Intel Integrated Graphics,No,No,1366x768 pixels,802.11 b/g/n,1,263.00 x 171.00 x 13.10,Transformer Book,Yes,1.86 GHz,Intel Integrated Graphics,"Asus Transformer Book T101HA-GR007T Laptop (Windows 10, 2GB RAM, 64GB HDD, Intel Atom, Gold & Pink, 10.1 inch)",No,Standard,11,,2GB
Asus,ZenBook Pro UX501JW-DH71T-WX,https://i.gadgets360cdn.com/products/laptops/large/1546456074_635_asus_zenbook-pro-ux501jw-dh71t-wx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,15.00-inch,512GB,Silver,Windows 10,No,UX501JW-DH71T-WX,Intel Core i7 4th Gen 4720HQ,Nvidia GeForce GTX 960M,,No,3840x2160 pixels,802.11 b/g/n,2.27,52.32 x 255.00 x 38.30,ZenBook Pro,Yes,2.6 GHz,Nvidia GeForce GTX 960M,,,Standard,4.5,GDDR5,
Acer,S1003P-13TN,https://i.gadgets360cdn.com/products/laptops/large/1546453715_635_acer_s1003p-13tn.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 26,990",4GB,10.10-inch,64GB,Shale Black,Windows 10,No,S1003P-13TN,Intel Atom Quad Core,Intel Integrated HD Graphics,No,No,1280x800 pixels,802.11 b/g/n,1.27,262.00 x 173.50 x 20.70,,Yes,1.44 GHz,Intel Integrated HD Graphics,"Acer S1003P-13TN Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Atom, Shale Black, 10.1 inch)",No,,8,,
Asus,A555LF-XX309T,https://i.gadgets360cdn.com/products/laptops/large/1546455101_635_asus_a555lf-xx309t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Blue,DOS,1TB,A555LF-XX309T,Intel Core i5 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,,No,2.1 GHz,Nvidia GeForce 930M,,,,3.5,DDR3,
HP,15-DC0107TX,https://i.gadgets360cdn.com/products/laptops/large/1546455986_635_hp_15-dc0107tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 126,990",16GB,15.60-inch,No,Black,Windows 10,1TB,15-DC0107TX,Intel Core i7 8th Gen 8750H,Nvidia GeForce GTX 1060,,Yes,3840x2160 pixels,802.11 a/b/g/n/ac,2.25,360.00 x 263.00 x 26.00,,No,2.2 GHz,Nvidia GeForce GTX 1060,"HP 15-DC0107TX Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,,,DDR4,16GB
Dell,Latitude 7000 7480,https://i.gadgets360cdn.com/products/laptops/large/1546456443_635_dell_latitude-7000-7480.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,14.00-inch,256GB,Black,Windows 10,No,7000 7480,Intel Core i5 6300U,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,,1.36,330.96 x 220.98 x 18.29,Latitude,,2.4 GHz,Intel Integrated HD Graphics 520,,No,Standard,,DDR4,
MSI,Summit B15,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,15.60-inch,,,Windows 10,No,,Intel Core i7 11th Gen,Intel Integrated Iris Xe,No,Yes,1920x1080 pixels,,1.6,233.70 x 356.80 x 16.90,Summit,No,,Intel Integrated Iris Xe,,No,Yes,,,64GB
Acer,One 10 S1002,https://i.gadgets360cdn.com/products/laptops/large/1546455281_635_acer_one-10-s1002.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,2GB,10.10-inch,No,Black,Windows 10,32GB,S1002,Intel Atom Quad Core 5th Gen Z3735F,Intel Integrated HD Graphics,No,No,1280x800 pixels,802.11 b/g/n,1.19,,One 10,Yes,1.33 GHz,Intel Integrated HD Graphics,,No,,8,,
